,air_inflow,air_end_temp,out_pressure,motor_current,motor_rpm,motor_temp,motor_vibe,type
1500,1.34,37.76,0.7,17.37,1421.0,55.79,2.79,4.0
1501,2.25,49.83,0.7,29.16,2386.0,66.51,3.33,4.0
1502,1.37,38.14,0.7,17.73,1451.0,56.12,2.81,4.0
1503,2.98,59.5,0.7,38.62,3160.0,75.11,3.76,4.0
1504,1.57,40.84,0.7,20.37,1667.0,58.52,2.93,4.0
1505,2.59,54.29,0.7,33.53,2743.0,70.48,3.52,4.0
1506,1.28,36.95,0.7,16.57,1356.0,55.07,2.75,4.0
1507,1.54,40.39,0.7,19.93,1631.0,58.12,2.91,4.0
1508,2.76,56.58,0.7,35.76,2926.0,72.51,3.63,4.0
1509,1.72,42.78,0.7,22.27,1822.0,60.24,3.01,4.0
1510,1.61,41.26,0.7,20.79,1701.0,58.9,2.95,4.0
1511,2.98,59.49,0.7,38.61,3159.0,75.1,3.76,4.0
1512,1.83,44.26,0.7,23.72,1941.0,61.57,3.08,4.0
1513,2.28,50.11,0.7,29.44,2409.0,66.77,3.34,4.0
1514,2.69,55.66,0.7,34.87,2853.0,71.7,3.59,4.0
1515,3.33,64.03,0.7,43.05,3522.0,79.13,3.96,4.0
1516,1.78,43.58,0.7,23.05,1886.0,60.96,3.05,4.0
1517,1.89,45.06,0.7,24.51,2005.0,62.28,3.11,4.0
1518,1.93,45.58,0.7,25.01,2046.0,62.73,3.14,4.0
1519,2.53,53.43,0.7,32.68,2674.0,69.71,3.49,4.0
1520,1.87,44.79,0.7,24.24,1983.0,62.03,3.1,4.0
1521,1.89,44.98,0.7,24.42,1998.0,62.2,3.11,4.0
1522,2.25,49.74,0.7,29.08,2379.0,66.43,3.32,4.0
1523,2.93,58.83,0.7,37.96,3106.0,74.51,3.73,4.0
1524,3.35,64.29,0.7,43.3,3543.0,79.37,3.97,4.0
1525,2.93,58.83,0.7,37.96,3106.0,74.51,3.73,4.0
1526,1.74,43.06,0.7,22.55,1845.0,60.5,3.03,4.0
1527,2.71,55.88,0.7,35.08,2870.0,71.89,3.59,4.0
1528,2.69,55.66,0.7,34.87,2853.0,71.7,3.59,4.0
1529,1.19,35.73,0.7,15.38,1258.0,53.98,2.7,4.0
1530,1.34,37.78,0.7,17.38,1422.0,55.8,2.79,4.0
1531,2.75,56.43,0.7,35.62,2914.0,72.38,3.62,4.0
1532,3.26,63.13,0.7,42.17,3450.0,78.33,3.92,4.0
1533,2.87,58.03,0.7,37.18,3042.0,73.8,3.69,4.0
1534,2.35,51.06,0.7,30.37,2485.0,67.61,3.38,4.0
1535,2.65,55.08,0.7,34.3,2806.0,71.18,3.56,4.0
1536,2.11,47.96,0.7,27.34,2237.0,64.86,3.24,4.0
1537,2.33,50.83,0.7,30.14,2466.0,67.4,3.37,4.0
1538,3.23,62.74,0.7,41.79,3419.0,77.99,3.9,4.0
1539,1.35,37.86,0.7,17.47,1429.0,55.88,2.79,4.0
1540,1.65,41.86,0.7,21.38,1749.0,59.43,2.97,4.0
1541,1.94,45.65,0.7,25.08,2052.0,62.8,3.14,4.0
1542,2.92,58.69,0.7,37.83,3095.0,74.39,3.72,4.0
1543,3.21,62.54,0.7,41.59,3403.0,77.81,3.89,4.0
1544,3.05,60.35,0.7,39.45,3228.0,75.87,3.79,4.0
1545,2.37,51.43,0.7,30.73,2514.0,67.93,3.4,4.0
1546,1.55,40.5,0.7,20.04,1640.0,58.22,2.91,4.0
1547,2.31,50.64,0.7,29.96,2451.0,67.23,3.36,4.0
1548,3.14,61.51,0.7,40.59,3321.0,76.9,3.85,4.0
1549,2.85,57.66,0.7,36.83,3013.0,73.48,3.67,4.0
1550,1.58,40.89,0.7,20.42,1671.0,58.57,2.93,4.0
1551,2.85,57.76,0.7,36.92,3021.0,73.57,3.68,4.0
1552,2.79,56.91,0.7,36.09,2953.0,72.81,3.64,4.0
1553,3.37,64.55,0.7,43.56,3564.0,79.6,3.98,4.0
1554,1.44,39.03,0.7,18.6,1522.0,56.91,2.85,4.0
1555,2.62,54.66,0.7,33.89,2773.0,70.81,3.54,4.0
1556,2.01,46.54,0.7,25.95,2123.0,63.59,3.18,4.0
1557,1.89,45.08,0.7,24.52,2006.0,62.29,3.11,4.0
1558,3.32,63.89,0.7,42.91,3511.0,79.01,3.95,4.0
1559,2.8,57.1,0.7,36.28,2968.0,72.98,3.65,4.0
1560,2.0,46.44,0.7,25.85,2115.0,63.5,3.18,4.0
1561,2.6,54.39,0.7,33.62,2751.0,70.57,3.53,4.0
1562,2.36,51.25,0.7,30.56,2500.0,67.78,3.39,4.0
1563,1.73,42.86,0.7,22.35,1829.0,60.32,3.02,4.0
1564,1.43,38.88,0.7,18.46,1510.0,56.78,2.84,4.0
1565,2.8,57.05,0.7,36.23,2964.0,72.93,3.65,4.0
1566,1.65,41.89,0.7,21.4,1751.0,59.46,2.97,4.0
1567,1.32,37.53,0.7,17.14,1402.0,55.58,2.78,4.0
1568,3.02,59.99,0.7,39.1,3199.0,75.54,3.78,4.0
1569,1.44,39.1,0.7,18.68,1528.0,56.98,2.85,4.0
1570,1.21,36.05,0.7,15.69,1284.0,54.27,2.71,4.0
1571,1.48,39.54,0.7,19.1,1563.0,57.37,2.87,4.0
1572,2.2,49.16,0.7,28.51,2333.0,65.92,3.3,4.0
1573,1.4,38.49,0.7,18.08,1479.0,56.43,2.82,4.0
1574,1.85,44.45,0.7,23.91,1956.0,61.73,3.09,4.0
1575,3.25,63.06,0.7,42.11,3445.0,78.28,3.91,4.0
1576,2.08,47.55,0.7,26.94,2204.0,64.49,3.22,4.0
1577,3.0,59.73,0.7,38.84,3178.0,75.31,3.77,4.0
1578,2.13,48.23,0.7,27.6,2258.0,65.09,3.25,4.0
1579,1.76,43.3,0.7,22.78,1864.0,60.71,3.04,4.0
1580,1.67,42.1,0.7,21.61,1768.0,59.64,2.98,4.0
1581,2.22,49.44,0.7,28.78,2355.0,66.17,3.31,4.0
1582,2.57,53.96,0.7,33.21,2717.0,70.19,3.51,4.0
1583,3.27,63.28,0.7,42.31,3462.0,78.47,3.92,4.0
1584,1.33,37.56,0.7,17.17,1405.0,55.61,2.78,4.0
1585,2.86,57.89,0.7,37.05,3031.0,73.68,3.68,4.0
1586,2.24,49.61,0.7,28.95,2369.0,66.32,3.32,4.0
1587,1.16,35.3,0.7,14.96,1224.0,53.6,2.68,4.0
1588,1.23,36.34,0.7,15.97,1307.0,54.52,2.73,4.0
1589,1.6,41.14,0.7,20.67,1691.0,58.79,2.94,4.0
1590,1.25,36.58,0.7,16.21,1326.0,54.73,2.74,4.0
1591,3.26,63.18,0.7,42.22,3454.0,78.38,3.92,4.0
1592,3.27,63.28,0.7,42.31,3462.0,78.47,3.92,4.0
1593,3.2,62.35,0.7,41.41,3388.0,77.64,3.88,4.0
1594,1.25,36.54,0.7,16.17,1323.0,54.7,2.74,4.0
1595,2.04,46.95,0.7,26.35,2156.0,63.96,3.2,4.0
1596,2.72,55.94,0.7,35.14,2875.0,71.94,3.6,4.0
1597,2.02,46.69,0.7,26.09,2135.0,63.72,3.19,4.0
1598,1.96,45.93,0.7,25.35,2074.0,63.04,3.15,4.0
1599,2.12,48.04,0.7,27.41,2243.0,64.92,3.25,4.0
1600,1.82,44.13,0.7,23.59,1930.0,61.44,3.07,4.0
1601,2.13,48.24,0.7,27.61,2259.0,65.1,3.26,4.0
1602,3.06,60.5,0.7,39.6,3240.0,76.0,3.8,4.0
1603,1.78,43.58,0.7,23.05,1886.0,60.96,3.05,4.0
1604,3.18,62.14,0.7,41.2,3371.0,77.46,3.87,4.0
1605,2.82,57.26,0.7,36.43,2981.0,73.12,3.66,4.0
1606,1.67,42.09,0.7,21.6,1767.0,59.63,2.98,4.0
1607,1.5,39.9,0.7,19.46,1592.0,57.69,2.88,4.0
1608,1.91,45.26,0.7,24.7,2021.0,62.46,3.12,4.0
1609,2.9,58.33,0.7,37.47,3066.0,74.07,3.7,4.0
1610,3.32,63.88,0.7,42.9,3510.0,79.0,3.95,4.0
1611,2.01,46.64,0.7,26.05,2131.0,63.68,3.18,4.0
1612,2.26,49.85,0.7,29.19,2388.0,66.53,3.33,4.0
1613,1.24,36.35,0.7,15.99,1308.0,54.53,2.73,4.0
1614,2.85,57.73,0.7,36.89,3018.0,73.53,3.68,4.0
1615,1.72,42.83,0.7,22.32,1826.0,60.29,3.01,4.0
1616,1.16,35.31,0.7,14.97,1225.0,53.61,2.68,4.0
1617,2.3,50.38,0.7,29.7,2430.0,67.0,3.35,4.0
1618,3.05,60.43,0.7,39.53,3234.0,75.93,3.8,4.0
1619,2.09,47.66,0.7,27.05,2213.0,64.59,3.23,4.0
1620,2.03,46.84,0.7,26.24,2147.0,63.86,3.19,4.0
1621,2.4,51.79,0.7,31.08,2543.0,68.26,3.41,4.0
1622,2.05,47.18,0.7,26.57,2174.0,64.16,3.21,4.0
1623,1.96,45.88,0.7,25.3,2070.0,63.0,3.15,4.0
1624,3.32,63.88,0.7,42.9,3510.0,79.0,3.95,4.0
1625,2.01,46.54,0.7,25.95,2123.0,63.59,3.18,4.0
1626,3.23,62.78,0.7,41.82,3422.0,78.02,3.9,4.0
1627,2.21,49.3,0.7,28.65,2344.0,66.04,3.3,4.0
1628,3.2,62.39,0.7,41.45,3391.0,77.68,3.88,4.0
1629,1.6,41.11,0.7,20.64,1689.0,58.77,2.94,4.0
1630,2.66,55.15,0.7,34.37,2812.0,71.24,3.56,4.0
1631,3.08,60.81,0.7,39.91,3265.0,76.28,3.81,4.0
1632,2.67,55.35,0.7,34.56,2828.0,71.42,3.57,4.0
1633,2.2,49.06,0.7,28.42,2325.0,65.83,3.29,4.0
1634,1.71,42.69,0.7,22.18,1815.0,60.17,3.01,4.0
1635,2.61,54.49,0.7,33.72,2759.0,70.66,3.53,4.0
1636,1.87,44.78,0.7,24.22,1982.0,62.02,3.1,4.0
1637,1.15,35.19,0.7,14.85,1215.0,53.5,2.68,4.0
1638,2.45,52.4,0.7,31.68,2592.0,68.8,3.44,4.0
1639,3.06,60.5,0.7,39.6,3240.0,76.0,3.8,4.0
1640,2.95,59.05,0.7,38.18,3124.0,74.71,3.74,4.0
1641,1.65,41.78,0.7,21.29,1742.0,59.36,2.97,4.0
1642,1.58,40.85,0.7,20.39,1668.0,58.53,2.93,4.0
1643,1.85,44.46,0.7,23.92,1957.0,61.74,3.09,4.0
1644,1.39,38.38,0.7,17.97,1470.0,56.33,2.82,4.0
1645,2.35,51.06,0.7,30.37,2485.0,67.61,3.38,4.0
1646,1.74,43.0,0.7,22.49,1840.0,60.44,3.02,4.0
1647,2.4,51.8,0.7,31.09,2544.0,68.27,3.41,4.0
1648,1.45,39.25,0.7,18.82,1540.0,57.11,2.86,4.0
1649,1.41,38.71,0.7,18.3,1497.0,56.63,2.83,4.0
1650,2.96,59.18,0.7,38.3,3134.0,74.82,3.74,4.0
1651,1.55,40.55,0.7,20.09,1644.0,58.27,2.91,4.0
1652,3.36,64.41,0.7,43.43,3553.0,79.48,3.97,4.0
1653,3.31,63.8,0.7,42.83,3504.0,78.93,3.95,4.0
1654,3.28,63.4,0.7,42.44,3472.0,78.58,3.93,4.0
1655,2.31,50.55,0.7,29.87,2444.0,67.16,3.36,4.0
1656,1.53,40.3,0.7,19.85,1624.0,58.04,2.9,4.0
1657,1.69,42.41,0.7,21.91,1793.0,59.92,3.0,4.0
1658,2.95,59.04,0.7,38.17,3123.0,74.7,3.74,4.0
1659,2.6,54.38,0.7,33.61,2750.0,70.56,3.53,4.0
1660,1.29,37.05,0.7,16.67,1364.0,55.16,2.76,4.0
1661,2.72,55.96,0.7,35.16,2877.0,71.97,3.6,4.0
1662,1.75,43.2,0.7,22.68,1856.0,60.62,3.03,4.0
1663,1.4,38.51,0.7,18.1,1481.0,56.46,2.82,4.0
1664,3.19,62.21,0.7,41.27,3377.0,77.52,3.88,4.0
1665,2.08,47.51,0.7,26.9,2201.0,64.46,3.22,4.0
1666,2.64,54.9,0.7,34.12,2792.0,71.02,3.55,4.0
1667,1.85,44.51,0.7,23.97,1961.0,61.79,3.09,4.0
1668,1.53,40.23,0.7,19.78,1618.0,57.98,2.9,4.0
1669,1.99,46.39,0.7,25.8,2111.0,63.46,3.17,4.0
1670,3.02,59.96,0.7,39.07,3197.0,75.52,3.78,4.0
1671,3.31,63.76,0.7,42.79,3501.0,78.9,3.95,4.0
1672,2.96,59.2,0.7,38.33,3136.0,74.84,3.74,4.0
1673,2.35,51.1,0.7,30.41,2488.0,67.64,3.38,4.0
1674,1.46,39.36,0.7,18.93,1549.0,57.21,2.86,4.0
1675,2.21,49.19,0.7,28.54,2335.0,65.94,3.3,4.0
1676,1.83,44.28,0.7,23.74,1942.0,61.58,3.08,4.0
1677,2.88,58.13,0.7,37.28,3050.0,73.89,3.69,4.0
1678,2.13,48.14,0.7,27.51,2251.0,65.01,3.25,4.0
1679,2.69,55.64,0.7,34.85,2851.0,71.68,3.58,4.0
1680,1.78,43.58,0.7,23.05,1886.0,60.96,3.05,4.0
1681,2.94,58.96,0.7,38.1,3117.0,74.63,3.73,4.0
1682,1.99,46.38,0.7,25.79,2110.0,63.44,3.17,4.0
1683,2.26,49.9,0.7,29.24,2392.0,66.58,3.33,4.0
1684,3.15,61.73,0.7,40.8,3338.0,77.09,3.85,4.0
1685,2.91,58.46,0.7,37.61,3077.0,74.19,3.71,4.0
1686,1.75,43.11,0.7,22.6,1849.0,60.54,3.03,4.0
1687,1.68,42.26,0.7,21.77,1781.0,59.79,2.99,4.0
1688,1.87,44.74,0.7,24.19,1979.0,61.99,3.1,4.0
1689,1.68,42.21,0.7,21.72,1777.0,59.74,2.99,4.0
1690,2.08,47.58,0.7,26.96,2206.0,64.51,3.23,4.0
1691,1.75,43.15,0.7,22.64,1852.0,60.58,3.03,4.0
1692,2.12,48.0,0.7,27.38,2240.0,64.89,3.24,4.0
1693,2.46,52.59,0.7,31.86,2607.0,68.97,3.45,4.0
1694,2.06,47.24,0.7,26.63,2179.0,64.21,3.21,4.0
1695,1.26,36.65,0.7,16.28,1332.0,54.8,2.74,4.0
1696,2.47,52.68,0.7,31.95,2614.0,69.04,3.45,4.0
1697,2.95,59.1,0.7,38.23,3128.0,74.76,3.74,4.0
1698,3.15,61.64,0.7,40.71,3331.0,77.01,3.85,4.0
1699,1.16,35.33,0.7,14.98,1226.0,53.62,2.68,4.0
1700,2.62,54.74,0.7,33.97,2779.0,70.88,3.54,4.0
1701,1.5,39.89,0.7,19.45,1591.0,57.68,2.88,4.0
1702,3.27,63.29,0.7,42.33,3463.0,78.48,3.92,4.0
1703,1.76,43.3,0.7,22.78,1864.0,60.71,3.04,4.0
1704,2.21,49.29,0.7,28.64,2343.0,66.03,3.3,4.0
1705,1.74,43.09,0.7,22.57,1847.0,60.52,3.03,4.0
1706,2.22,49.33,0.7,28.67,2346.0,66.07,3.3,4.0
1707,3.02,60.03,0.7,39.14,3202.0,75.58,3.78,4.0
1708,2.2,49.13,0.7,28.48,2330.0,65.89,3.29,4.0
1709,2.94,58.93,0.7,38.06,3114.0,74.6,3.73,4.0
1710,3.25,62.95,0.7,42.0,3436.0,78.18,3.91,4.0
1711,2.27,50.01,0.7,29.35,2401.0,66.68,3.33,4.0
1712,1.44,39.03,0.7,18.6,1522.0,56.91,2.85,4.0
1713,2.43,52.18,0.7,31.46,2574.0,68.6,3.43,4.0
1714,1.44,39.1,0.7,18.68,1528.0,56.98,2.85,4.0
1715,2.03,46.84,0.7,26.24,2147.0,63.86,3.19,4.0
1716,2.75,56.45,0.7,35.64,2916.0,72.4,3.62,4.0
1717,2.49,52.91,0.7,32.18,2633.0,69.26,3.46,4.0
1718,3.0,59.65,0.7,38.77,3172.0,75.24,3.76,4.0
1719,1.3,37.25,0.7,16.87,1380.0,55.33,2.77,4.0
1720,1.72,42.74,0.7,22.23,1819.0,60.21,3.01,4.0
1721,3.33,64.08,0.7,43.1,3526.0,79.18,3.96,4.0
1722,3.17,62.01,0.7,41.08,3361.0,77.34,3.87,4.0
1723,1.22,36.2,0.7,15.84,1296.0,54.4,2.72,4.0
1724,1.62,41.4,0.7,20.92,1712.0,59.02,2.95,4.0
1725,2.01,46.6,0.7,26.01,2128.0,63.64,3.18,4.0
1726,1.4,38.48,0.7,18.06,1478.0,56.42,2.82,4.0
1727,2.83,57.48,0.7,36.64,2998.0,73.31,3.67,4.0
1728,2.2,49.11,0.7,28.47,2329.0,65.88,3.29,4.0
1729,2.42,51.98,0.7,31.26,2558.0,68.42,3.42,4.0
1730,1.78,43.5,0.7,22.98,1880.0,60.89,3.04,4.0
1731,2.69,55.61,0.7,34.82,2849.0,71.66,3.58,4.0
1732,2.9,58.34,0.7,37.49,3067.0,74.08,3.7,4.0
1733,3.02,59.99,0.7,39.1,3199.0,75.54,3.78,4.0
1734,2.12,48.03,0.7,27.4,2242.0,64.91,3.25,4.0
1735,2.18,48.89,0.7,28.25,2311.0,65.68,3.28,4.0
1736,1.34,37.68,0.7,17.28,1414.0,55.71,2.79,4.0
1737,1.38,38.2,0.7,17.8,1456.0,56.18,2.81,4.0
1738,1.86,44.56,0.7,24.02,1965.0,61.83,3.09,4.0
1739,2.23,49.55,0.7,28.89,2364.0,66.27,3.31,4.0
1740,2.03,46.9,0.7,26.3,2152.0,63.91,3.2,4.0
1741,3.1,61.09,0.7,40.17,3287.0,76.52,3.83,4.0
1742,1.34,37.7,0.7,17.31,1416.0,55.73,2.79,4.0
1743,1.24,36.38,0.7,16.01,1310.0,54.56,2.73,4.0
1744,1.37,38.1,0.7,17.7,1448.0,56.09,2.8,4.0
1745,3.07,60.65,0.7,39.75,3252.0,76.13,3.81,4.0
1746,1.21,35.98,0.7,15.62,1278.0,54.2,2.71,4.0
1747,2.46,52.56,0.7,31.84,2605.0,68.94,3.45,4.0
1748,1.53,40.25,0.7,19.8,1620.0,58.0,2.9,4.0
1749,1.33,37.66,0.7,17.27,1413.0,55.7,2.79,4.0
1750,1.74,42.99,0.7,22.48,1839.0,60.43,3.02,4.0
1751,2.84,57.54,0.7,36.7,3003.0,73.37,3.67,4.0
1752,2.15,48.45,0.7,27.82,2276.0,65.29,3.26,4.0
1753,1.66,42.01,0.7,21.52,1761.0,59.57,2.98,4.0
1754,2.29,50.35,0.7,29.68,2428.0,66.98,3.35,4.0
1755,2.38,51.49,0.7,30.79,2519.0,67.99,3.4,4.0
1756,3.07,60.58,0.7,39.67,3246.0,76.07,3.8,4.0
1757,1.28,36.93,0.7,16.55,1354.0,55.04,2.75,4.0
1758,1.28,36.96,0.7,16.59,1357.0,55.08,2.75,4.0
1759,2.56,53.9,0.7,33.15,2712.0,70.13,3.51,4.0
1760,2.23,49.45,0.7,28.8,2356.0,66.18,3.31,4.0
1761,1.63,41.54,0.7,21.06,1723.0,59.14,2.96,4.0
1762,1.54,40.43,0.7,19.97,1634.0,58.16,2.91,4.0
1763,3.08,60.8,0.7,39.89,3264.0,76.27,3.81,4.0
1764,1.96,45.89,0.7,25.31,2071.0,63.01,3.15,4.0
1765,2.58,54.19,0.7,33.43,2735.0,70.39,3.52,4.0
1766,2.08,47.5,0.7,26.89,2200.0,64.44,3.22,4.0
1767,2.28,50.24,0.7,29.57,2419.0,66.88,3.34,4.0
1768,3.18,62.13,0.7,41.19,3370.0,77.44,3.87,4.0
1769,1.78,43.51,0.7,22.99,1881.0,60.9,3.05,4.0
1770,2.67,55.3,0.7,34.52,2824.0,71.38,3.57,4.0
1771,1.46,39.39,0.7,18.96,1551.0,57.23,2.86,4.0
1772,2.28,50.18,0.7,29.5,2414.0,66.82,3.34,4.0
1773,1.54,40.38,0.7,19.92,1630.0,58.11,2.91,4.0
1774,2.75,56.34,0.7,35.53,2907.0,72.3,3.62,4.0
1775,1.68,42.3,0.7,21.8,1784.0,59.82,2.99,4.0
1776,1.23,36.31,0.7,15.95,1305.0,54.5,2.73,4.0
1777,1.43,38.86,0.7,18.44,1509.0,56.77,2.84,4.0
1778,2.99,59.64,0.7,38.76,3171.0,75.23,3.76,4.0
