,air_inflow,air_end_temp,out_pressure,motor_current,motor_rpm,motor_temp,motor_vibe,type
1889,1.27,36.78,0.7,16.4,1342.0,54.91,2.75,5.0
1890,1.16,35.33,0.7,14.98,1226.0,53.62,2.68,5.0
1891,2.97,59.36,0.7,38.49,3149.0,74.99,3.75,5.0
1892,3.13,61.36,0.7,40.44,3309.0,76.77,3.84,5.0
1893,2.83,57.45,0.7,36.62,2996.0,73.29,3.66,5.0
1894,2.7,55.76,0.7,34.97,2861.0,71.79,3.59,5.0
1895,3.09,60.86,0.7,39.95,3269.0,76.32,3.82,5.0
1896,1.99,46.34,0.7,25.75,2107.0,63.41,3.17,5.0
1897,3.23,62.8,0.7,41.85,3424.0,78.04,3.9,5.0
1898,1.22,36.19,0.7,15.83,1295.0,54.39,2.72,5.0
1899,1.99,46.28,0.7,25.69,2102.0,63.36,3.17,5.0
1900,1.48,39.63,0.7,19.19,1570.0,57.44,2.87,5.0
1901,1.49,39.78,0.7,19.34,1582.0,57.58,2.88,5.0
1902,2.2,49.11,0.7,28.47,2329.0,65.88,3.29,5.0
1903,3.09,60.93,0.7,40.02,3274.0,76.38,3.82,5.0
1904,2.91,58.45,0.7,37.6,3076.0,74.18,3.71,5.0
1905,2.42,52.05,0.7,31.34,2564.0,68.49,3.42,5.0
1906,1.14,35.1,0.7,14.76,1208.0,53.42,2.67,5.0
1907,2.36,51.21,0.7,30.52,2497.0,67.74,3.39,5.0
1908,1.28,36.94,0.7,16.56,1355.0,55.06,2.75,5.0
1909,1.84,44.34,0.7,23.8,1947.0,61.63,3.08,5.0
1910,2.25,49.78,0.7,29.11,2382.0,66.47,3.32,5.0
1911,1.6,41.15,0.7,20.68,1692.0,58.8,2.94,5.0
1912,1.38,38.3,0.7,17.89,1464.0,56.27,2.81,5.0
1913,2.99,59.61,0.7,38.73,3169.0,75.21,3.76,5.0
1914,1.81,43.9,0.7,23.37,1912.0,61.24,3.06,5.0
1915,1.7,42.49,0.7,21.99,1799.0,59.99,3.0,5.0
1916,2.81,57.21,0.7,36.39,2977.0,73.08,3.65,5.0
1917,3.33,64.04,0.7,43.06,3523.0,79.14,3.96,5.0
1918,1.86,44.63,0.7,24.08,1970.0,61.89,3.09,5.0
1919,2.67,55.34,0.7,34.55,2827.0,71.41,3.57,5.0
1920,1.2,35.9,0.7,15.55,1272.0,54.13,2.71,5.0
1921,2.09,47.64,0.7,27.02,2211.0,64.57,3.23,5.0
1922,2.71,55.81,0.7,35.02,2865.0,71.83,3.59,5.0
1923,2.55,53.8,0.7,33.05,2704.0,70.04,3.5,5.0
1924,3.23,62.79,0.7,41.84,3423.0,78.03,3.9,5.0
1925,1.45,39.16,0.7,18.74,1533.0,57.03,2.85,5.0
1926,1.76,43.26,0.7,22.75,1861.0,60.68,3.03,5.0
1927,2.38,51.45,0.7,30.75,2516.0,67.96,3.4,5.0
1928,2.71,55.81,0.7,35.02,2865.0,71.83,3.59,5.0
1929,1.84,44.39,0.7,23.85,1951.0,61.68,3.08,5.0
1930,1.69,42.36,0.7,21.87,1789.0,59.88,2.99,5.0
1931,2.51,53.28,0.7,32.54,2662.0,69.58,3.48,5.0
1932,1.29,37.05,0.7,16.67,1364.0,55.16,2.76,5.0
1933,1.78,43.6,0.7,23.08,1888.0,60.98,3.05,5.0
1934,2.77,56.7,0.7,35.88,2936.0,72.62,3.63,5.0
1935,2.87,57.99,0.7,37.14,3039.0,73.77,3.69,5.0
1936,2.56,53.89,0.7,33.13,2711.0,70.12,3.51,5.0
1937,1.35,37.83,0.7,17.43,1426.0,55.84,2.79,5.0
1938,1.94,45.71,0.7,25.14,2057.0,62.86,3.14,5.0
1939,2.55,53.76,0.7,33.01,2701.0,70.01,3.5,5.0
1940,2.6,54.4,0.7,33.64,2752.0,70.58,3.53,5.0
1941,2.98,59.43,0.7,38.55,3154.0,75.04,3.75,5.0
1942,3.02,59.94,0.7,39.05,3195.0,75.5,3.78,5.0
1943,3.05,60.4,0.7,39.5,3232.0,75.91,3.8,5.0
1944,1.38,38.28,0.7,17.87,1462.0,56.24,2.81,5.0
1945,2.29,50.33,0.7,29.65,2426.0,66.96,3.35,5.0
1946,1.79,43.65,0.7,23.12,1892.0,61.02,3.05,5.0
1947,1.84,44.4,0.7,23.86,1952.0,61.69,3.08,5.0
1948,2.2,49.08,0.7,28.43,2326.0,65.84,3.29,5.0
1949,1.88,44.94,0.7,24.38,1995.0,62.17,3.11,5.0
1950,2.37,51.34,0.7,30.64,2507.0,67.86,3.39,5.0
1951,2.43,52.18,0.7,31.46,2574.0,68.6,3.43,5.0
1952,2.52,53.36,0.7,32.62,2669.0,69.66,3.48,5.0
1953,1.48,39.64,0.7,19.2,1571.0,57.46,2.87,5.0
1954,2.52,53.4,0.7,32.66,2672.0,69.69,3.48,5.0
1955,1.17,35.55,0.7,15.2,1244.0,53.82,2.69,5.0
1956,3.14,61.56,0.7,40.64,3325.0,76.94,3.85,5.0
1957,2.19,48.99,0.7,28.34,2319.0,65.77,3.29,5.0
1958,2.98,59.41,0.7,38.54,3153.0,75.03,3.75,5.0
1959,1.16,35.35,0.7,15.01,1228.0,53.64,2.68,5.0
1960,2.23,49.53,0.7,28.87,2362.0,66.24,3.31,5.0
1961,2.87,57.93,0.7,37.08,3034.0,73.71,3.69,5.0
1962,3.03,60.1,0.7,39.21,3208.0,75.64,3.78,5.0
1963,1.85,44.49,0.7,23.94,1959.0,61.77,3.09,5.0
1964,1.54,40.34,0.7,19.89,1627.0,58.08,2.9,5.0
1965,3.07,60.61,0.7,39.71,3249.0,76.1,3.81,5.0
1966,2.85,57.71,0.7,36.87,3017.0,73.52,3.68,5.0
1967,1.6,41.13,0.7,20.66,1690.0,58.78,2.94,5.0
1968,3.08,60.76,0.7,39.86,3261.0,76.23,3.81,5.0
1969,1.86,44.68,0.7,24.13,1974.0,61.93,3.1,5.0
1970,3.25,62.99,0.7,42.03,3439.0,78.21,3.91,5.0
1971,2.03,46.93,0.7,26.33,2154.0,63.93,3.2,5.0
1972,2.99,59.53,0.7,38.65,3162.0,75.13,3.76,5.0
1973,2.29,50.36,0.7,29.69,2429.0,66.99,3.35,5.0
1974,1.62,41.4,0.7,20.92,1712.0,59.02,2.95,5.0
1975,1.16,35.39,0.7,15.05,1231.0,53.68,2.68,5.0
1976,2.78,56.75,0.7,35.93,2940.0,72.67,3.63,5.0
1977,2.23,49.48,0.7,28.82,2358.0,66.2,3.31,5.0
1978,2.63,54.86,0.7,34.09,2789.0,70.99,3.55,5.0
1979,2.44,52.33,0.7,31.61,2586.0,68.73,3.44,5.0
1980,2.5,53.09,0.7,32.35,2647.0,69.41,3.47,5.0
1981,2.98,59.49,0.7,38.61,3159.0,75.1,3.76,5.0
1982,2.47,52.63,0.7,31.9,2610.0,69.0,3.45,5.0
1983,3.11,61.1,0.7,40.19,3288.0,76.53,3.83,5.0
1984,3.13,61.38,0.7,40.46,3310.0,76.78,3.84,5.0
1985,1.18,35.6,0.7,15.25,1248.0,53.87,2.69,5.0
1986,1.15,35.21,0.7,14.87,1217.0,53.52,2.68,5.0
1987,3.29,63.49,0.7,42.52,3479.0,78.66,3.93,5.0
1988,2.35,51.05,0.7,30.36,2484.0,67.6,3.38,5.0
1989,3.25,63.04,0.7,42.08,3443.0,78.26,3.91,5.0
1990,3.36,64.44,0.7,43.45,3555.0,79.5,3.98,5.0
1991,3.33,64.01,0.7,43.03,3521.0,79.12,3.96,5.0
1992,2.57,53.95,0.7,33.2,2716.0,70.18,3.51,5.0
1993,1.68,42.21,0.7,21.72,1777.0,59.74,2.99,5.0
1994,3.04,60.26,0.7,39.37,3221.0,75.79,3.79,5.0
1995,2.17,48.75,0.7,28.11,2300.0,65.56,3.28,5.0
1996,3.3,63.7,0.7,42.73,3496.0,78.84,3.94,5.0
1997,1.95,45.83,0.7,25.25,2066.0,62.96,3.15,5.0
1998,2.63,54.79,0.7,34.01,2783.0,70.92,3.55,5.0
1999,2.19,48.96,0.7,28.32,2317.0,65.74,3.29,5.0
2000,1.56,40.7,0.7,20.24,1656.0,58.4,2.92,5.0
2001,2.22,49.43,0.7,28.77,2354.0,66.16,3.31,5.0
2002,3.27,63.25,0.7,42.29,3460.0,78.44,3.92,5.0
2003,2.97,59.28,0.7,38.4,3142.0,74.91,3.75,5.0
2004,1.51,39.93,0.7,19.48,1594.0,57.71,2.89,5.0
2005,2.8,57.06,0.7,36.24,2965.0,72.94,3.65,5.0
2006,1.63,41.51,0.7,21.03,1721.0,59.12,2.96,5.0
2007,2.64,54.89,0.7,34.11,2791.0,71.01,3.55,5.0
2008,3.23,62.8,0.7,41.85,3424.0,78.04,3.9,5.0
2009,3.12,61.28,0.7,40.36,3302.0,76.69,3.83,5.0
2010,1.54,40.43,0.7,19.97,1634.0,58.16,2.91,5.0
2011,2.47,52.73,0.7,32.0,2618.0,69.09,3.45,5.0
2012,2.21,49.19,0.7,28.54,2335.0,65.94,3.3,5.0
2013,1.15,35.24,0.7,14.9,1219.0,53.54,2.68,5.0
2014,1.73,42.91,0.7,22.4,1833.0,60.37,3.02,5.0
2015,1.35,37.93,0.7,17.53,1434.0,55.93,2.8,5.0
2016,2.5,53.11,0.7,32.38,2649.0,69.43,3.47,5.0
2017,1.76,43.3,0.7,22.78,1864.0,60.71,3.04,5.0
2018,2.2,49.08,0.7,28.43,2326.0,65.84,3.29,5.0
2019,1.29,37.1,0.7,16.72,1368.0,55.2,2.76,5.0
2020,1.54,40.38,0.7,19.92,1630.0,58.11,2.91,5.0
2021,2.33,50.83,0.7,30.14,2466.0,67.4,3.37,5.0
2022,1.17,35.49,0.7,15.14,1239.0,53.77,2.69,5.0
2023,3.04,60.24,0.7,39.34,3219.0,75.77,3.79,5.0
2024,3.01,59.78,0.7,38.89,3182.0,75.36,3.77,5.0
2025,2.65,55.06,0.7,34.28,2805.0,71.17,3.56,5.0
2026,3.34,64.21,0.7,43.23,3537.0,79.3,3.97,5.0
2027,2.42,52.03,0.7,31.31,2562.0,68.47,3.42,5.0
